subject,year,topic,exam,exercise,statement
Mates CCSS,2004,Programación Lineal,Reserva 1,Ejercicio 1 Opción B,"Calcule los valores máximo y mínimo que alcanza la función F (x,y)=3x +5y, en el recinto
del plano determinado por las inecuaciones:
X 0, y0, 3x—-2y >10, 2x+3y <24, x-5y>—1
SOCIALES II. 2004 RESERVA 1. EJERCICIO 1 OPCIÓN B."
Mates CCSS,2004,Programación Lineal,Reserva 2,Ejercicio 1 Opción B,"a) Los vértices de un polígono convexo son (1,1), (3,1/2), (8/3,5/2), (7/3,3) y (0,5/3). Calcule el
máximo de la función objetivo F (x, y) =3x — 2y +4en la región delimitada por dicho polígono.
b) Dibuje el recinto del plano definido por las inecuaciones:
X+2y>6 ; Xx—-y<1 ; y<5 ; x>0 ; y>0
y determine sus vértices. ,
SOCIALES II. 2004 RESERVA 2. EJERCICIO 1 OPCIÓN B."
Mates CCSS,2004,Programación Lineal,Reserva 3,Ejercicio 1 Opción A,"a) Dibuje la región del plano definida por las siguientes inecuaciones:
2x—3y>—13 , 2x+3y>17 , x+y<11 , y>0.
b) Determine los vértices de este recinto.
c) Calcule los valores máximo y mínimo de la función F (x, y) =5x +6y en la región anterior e
indique en qué puntos se alcanzan. ,
SOCIALES II. 2004 RESERVA 3. EJERCICIO 1 OPCIÓN A."
Mates CCSS,2004,Programación Lineal,Reserva 4,Ejercicio 1 Opción A,"Una fábrica produce dos tipos de relojes: de pulsera, que vende a 90 euros la unidad, y de
bolsillo, que vende a 120 euros cada uno. La capacidad máxima diaria de fabricación es de
1000 relojes, pero no puede fabricar más de 800 de pulsera ni más de 600 de bolsillo. ¿Cuántos
relojes de cada tipo debe producir para obtener el máximo ingreso? ¿Cuál sería dicho ingreso?
SOCIALES II. 2004 RESERVA 4. EJERCICIO 1 OPCIÓN A."
Mates CCSS,2004,Programación Lineal,Septiembre,Ejercicio 1 Opción A,"Una pastelería elabora dos tipos de trufas, dulces y amargas. Cada trufa dulce lleva 20 gr de
cacao, 20 gr de nata y 30 gr de azúcar y se vende a 1 euro la unidad. Cada trufa amarga lleva
100 gr de cacao, 20 gr de nata y 15 gr de azúcar y se vende a 173 euros la unidad.
En un día, la pastelería sólo dispone de 30 kg de cacao, 8 kg de nata y 10%5 kg de azúcar. Sabiendo
que vende todo lo que se elabora, calcule cuántas trufas de cada tipo deben elaborarse ese día,
para maximizar los ingresos y determine dichos ingresos.
SOCIALES II. 2004 SEPTIEMBRE. EJERCICIO 1 OPCIÓN A."
Mates CCSS,2005,Programación Lineal,Junio,Ejercicio 1 Opción B,"Sea el siguiente sistema de inecuaciones: 2x —3y <6; x>2y—4; x+y<8;x>0;y>0
a) Dibuje la región que definen y calcule sus vértices.
b) Halle los puntos de esa región en los que la función F(x,y)=2x+3y alcanza los valores
máximo y mínimo y calcule dichos valores. ,
SOCIALES II. 2005 JUNIO. EJERCICIO 1 OPCIÓN B"
Mates CCSS,2005,Programación Lineal,Reserva 1,Ejercicio 1 Opción B,"a) Dibuje el recinto definido por las siguientes inecuaciones: x —y <1;x+2y >7;x>0;y<5
b) Determine los vértices de este recinto.
c) ¿Cuáles son los valores máximo y mínimo de la función objetivo F(x,y)=2x+4y-—5 y en
qué puntos alcanza dichos valores? ,
SOCIALES II. 2005 RESERVA 1. EJERCICIO 1 OPCIÓN B."
Mates CCSS,2005,Programación Lineal,Reserva 2,Ejercicio 1 Opción A,"a) Represente la región definida por las siguientes inecuaciones y calcule sus vértices:
x
x+2y26;x510—2y;ñ+%21;x20
b) Calcule el máximo y el mínimo de la función F (x, y)=4-3x-—6y en la región anterior e
indique en qué puntos se alcanzan. .
SOCIALES II. 2005 RESERVA 2. EJERCICIO 1 OPCIÓN A."
Mates CCSS,2005,Programación Lineal,Reserva 3,Ejercicio 1 Opción B,"El estadio del Mediterráneo, construido para la celebración de los “Juegos Mediterráneos
Almería 2005”, tiene una capacidad de 20000 espectadores.
Para la asistencia a estos juegos se han establecido las siguientes normas:
El número de adultos no debe superar al doble del número de niños; el número de adultos
menos el número de niños no será superior a 5000.
Si el precio de la entrada de niño es de 10 euros y la de adulto 15 euros ¿cuál es la composición
de espectadores que proporciona mayores ingresos? ¿A cuánto ascenderán esos ingresos?
SOCIALES II. 2005 RESERVA 3. EJERCICIO 1 OPCIÓN B."
Mates CCSS,2005,Programación Lineal,Reserva 4,Ejercicio 1 Opción A,"Una empresa monta dos tipos de ordenadores: fijos y portátiles. La empresa puede montar
como máximo 10 fijos y 15 portátiles a la semana, y dispone de 160 horas de trabajo a la
semana. Se sabe que el montaje de un fijo requiere 4 horas de trabajo, y reporta un beneficio
de 100 euros, mientras que cada portátil necesita 10 horas de trabajo y genera un beneficio de
150 euros.
Calcule el número de ordenadores de cada tipo que deben montarse semanalmente para que el
beneficio sea máximo, y obtenga dicho beneficio. ,
SOCIALES II. 2005 RESERVA 4. EJERCICIO 1 OPCIÓN A."
Mates CCSS,2005,Programación Lineal,Septiembre,Ejercicio 1 Opción B,"Sea el siguiente sistema de inecuaciones: x + y < 600; x < 500; y <3x;x>0;y>0
a) Represente gráficamente el conjunto de soluciones del sistema y calcule sus vértices.
b) Halle el punto del recinto anterior en el que la función F (x, y) =38x +27y alcanza su valor
máximo. ,
SOCIALES II. 2005 SEPTIEMBRE. EJERCICIO 1 OPCIÓN B."
Mates CCSS,2006,Programación Lineal,Junio,Ejercicio 1 Opción B,"a) Represente la región definida por las siguientes inecuaciones y calcule sus vértices:
X>20; y20;-x+2y<6; x+y<6; x<4
b) Calcule el máximo de la función F (x, y) =2x +2y +1 en la región anterior e indique dónde
se alcanza.
SOCIALES II. 2006 JUNIO. EJERCICIO 1 OPCIÓN B"
Mates CCSS,2006,Programación Lineal,Reserva 1,Ejercicio 1 Opción A,"Una imprenta local edita periódicos y revistas. Para cada periódico necesita un cartucho de
tinta negra y otro de color, y para cada revista uno de tinta negra y dos de color. Si sólo
dispone de 800 cartuchos de tinta negra y 1100 de color, y si no puede imprimir más de 400
revistas, ¿cuánto dinero podrá ingresar como máximo, si vende cada periódico a 0”9 euros y
cada revista a 12 euros?
SOCIALES II. 2006 RESERVA 1. EJERCICIO 1 OPCIÓN A"
Mates CCSS,2006,Programación Lineal,Reserva 2,Ejercicio 1 Opción B,"Un laboratorio farmacéutico vende dos preparados, A y B, a razón de 40 y 20 euros el kg,
respectivamente. Su producción máxima es de 1000 kg de cada preparado. Si su producción
total no puede superar los 1700 kg,¿cuál es la producción que maximiza sus ingresos? Calcule
dichos ingresos máximos.
SOCIALES II. 2006 RESERVA 2. EJERCICIO 1 OPCIÓN B"
Mates CCSS,2006,Programación Lineal,Reserva 3,Ejercicio 1 Opción A,"Sea la región definida por las siguientes inecuaciones:
£+%>1;—x+2y20;y52
2
a) Represente gráficamente dicha región y calcule sus vértices.
b) Determine en qué puntos la función F (x, y) =3x — 6y +4 alcanza sus valores extremos y
cuáles son éstos.
SOCIALES II. 2006 RESERVA 3. EJERCICIO 1 OPCIÓN A"
Mates CCSS,2006,Programación Lineal,Reserva 4,Ejercicio 1 Opción B,"Se considera el recinto definido por las inecuaciones
Y—-X<4 », x—y<4 », x+y<1 , x>0 , y>0
a) Represente el recinto y calcule sus vértices.
2 4
b) Dada la función objetivo F (x, y) = Ex - y , determine los valores máximo y mínimo de F
y los puntos del recinto donde se alcanzan.
SOCIALES II. 2006 RESERVA 4. EJERCICIO 1 OPCIÓN B"
Mates CCSS,2006,Programación Lineal,Septiembre,Ejercicio 1 Opción A,"X20; y20; x>3(y—3) ;2x+3y <36 ; x<15
b) Calcule los vértices del recinto.
c) Obtenga el valor máximo de la función F (x, y)= 8x+12y en este recinto e indique dónde se
alcanza.
SOCIALES II. 2006 SEPTIEMBRE. EJERCICIO 1 OPCIÓN A"
Mates CCSS,2007,Programación Lineal,Junio,Ejercicio 1 Opción B,"Consideramos el recinto del plano limitado por las siguientes inecuaciones:
Y—X<4; y+2x>7 ; —2x—y+13>0 ; x>0 ; y20
a) Represente el recinto y calcule sus vértices.
b) Halle en qué puntos de ese recinto alcanza los valores máximo y mínimo la función
F(x,y)=4x+2y-1.
SOCIALES II. 2007 JUNIO. EJERCICIO 1 OPCIÓN B"
Mates CCSS,2007,Programación Lineal,Reserva 1,Ejercicio 1 Opción B,"Un Ayuntamiento concede licencia para la construcción de una urbanización de a lo sumo 120
viviendas, de dos tipos A y B.
Para ello la empresa constructora dispone de un capital máximo de 15 millones de euros,
siendo el coste de construcción de la vivienda de tipo A de 100000 euros y la de tipo B 300000
euros.
Si el beneficio obtenido por la venta de una vivienda de tipo A asciende a 20000 euros y por una
de tipo B a 40000 euros, ¿cuántas viviendas de cada tipo deben construirse para obtener un
beneficio máximo?
SOCIALES II. 2007. RESERVA 1. EJERCICIO 1. OPCIÓN B."
Mates CCSS,2007,Programación Lineal,Reserva 2,Ejercicio 1 Opción B,"Una empresa fabrica lunas para coches. Cada luna delantera requiere 25 m” de cristal,
mientras que cada luna trasera requiere 2 m”.
La producción de una luna delantera precisa 0%3 horas de máquina de corte y cada luna
trasera 0?2 horas. La empresa dispone de 1750 m? de cristal por semana y 260 horas
semanales de máquina de corte.
Para adaptarse a la demanda habitual, la empresa fabrica siempre, como mínimo, el doble de
lunas delanteras que de lunas traseras.
Determine cuántas lunas de cada tipo debe fabricar semanalmente la empresa para que el
número total de lunas sea máximo.
SOCIALES II. 2007. RESERVA 2. EJERCICIO 1. OPCIÓN B."
Mates CCSS,2007,Programación Lineal,Reserva 3,Ejercicio 1 Opción B,"La candidatura de un determinado grupo político para las elecciones municipales debe cumplir
los siguientes requisitos: el número total de componentes de la candidatura debe estar
comprendido entre 6 y 18 y el número de hombres (x) no debe exceder del doble del número de
mujeres (y).
a) Represente el recinto asociado a estas restricciones y calcule sus vértices.
b) ¿Cuál es el mayor número de hombres que puede tener una candidatura que cumpla esas
condiciones?
SOCIALES II. 2007. RESERVA 3. EJERCICIO 1. OPCIÓN B."
Mates CCSS,2007,Programación Lineal,Reserva 4,Ejercicio 1 Opción B,"Una fábrica produce bombillas de bajo consumo que vende a 1 euro cada una, y focos
halógenos que vende a 15 euros. La capacidad máxima de fabricación es de 1000 unidades,
entre bombillas y focos, si bien no se pueden fabricar más de 800 bombillas ni más de 600 focos.
Se sabe que la fábrica vende todo lo que produce. Determine cuántas bombillas y cuántos focos
debe producir para obtener los máximos ingresos posibles y cuáles serían éstos.
SOCIALES II. 2007. RESERVA 4. EJERCICIO 1. OPCIÓN B."
Mates CCSS,2007,Programación Lineal,Septiembre,Ejercicio 1 Opción A,"De un problema de programación lineal se deducen las siguientes restricciones:
10+y
4x+3y >60 ; y<30 ; x< ; X>0; y>0
a) Represente gráficamente la región factible del problema y calcule sus vértices.
b) Maximice en esa región factible la función objetivo F (x, y)= x +3y.
c) ¿Pertenece el punto (11,10) a la región factible?.
SOCIALES II. 2007 SEPTIEMBRE. EJERCICIO 1 OPCIÓN A"
Mates CCSS,2008,Programación Lineal,Junio,Ejercicio 1 Opción B,"a) Represente gráficamente la región determinada por las siguientes restricciones:
2x+y<6 ; 4x+y<10; —x+y<3; x>20; y>20
b) Calcule el máximo de la función F (x, y) = 4x + 2y —3 en el recinto anterior e indique dónde
se alcanza. ,
SOCIALES II. 2008 JUNIO. EJERCICIO 1 OPCIÓN B"
Mates CCSS,2008,Programación Lineal,Reserva 1,Ejercicio 1 Opción B,"Un pastelero dispone de 150 kg de harina, 22 kg de azúcar y 26 kg de mantequilla para hacer
dos tipos de tartas, A y B. Para hacer una hornada de tartas del tipo A se necesitan 3 kg de
harina, 1 kg de azúcar y 1 kg de mantequilla, mientras que para hacer una hornada de tartas
del tipo B se necesitan 6 kg de harina, 0.5 kg de azúcar y 1 kg de mantequilla. Sabiendo que el
beneficio que se obtiene al vender una hornada del tipo A es de 20 € y de 30 € al vender una
hornada del tipo B, determine cuántas hornadas de cada tipo debe hacer y vender para
maximizar sus beneficios.
SOCIALES II. 2008 RESERVA 1. EJERCICIO 1. OPCIÓN B"
Mates CCSS,2008,Programación Lineal,Reserva 2,Ejercicio 1 Opcion A,"Un joyero fabrica dos modelos de anillos. El modelo A se hace con 1 gramo de oro y 1.5 gramos
de plata. El modelo B lleva 1.5 gramos de oro y 1 gramo de plata. El joyero sólo dispone de 750
gramos de cada metal y piensa fabricar, al menos, 150 anillos del tipo B que ya tiene
encargados. Sabiendo que el beneficio de un anillo del tipo A es de 50 € y del tipo B es de 70 €,
¿cuántos anillos ha de fabricar de cada tipo para obtener el beneficio máximo y cuál será éste?
SOCIALES II. 2008 RESERVA 2. EJERCICIO 1. OPCION A"
Mates CCSS,2008,Programación Lineal,Reserva 3,Ejercicio 1 Opción A,"De las restricciones que deben cumplir las variables x e y en un problema de programación
lineal se deduce el siguiente conjunto de inecuaciones:
2y-x<8; x+y>13 ; y+4x<49 ; x>0; y>0
a) Represente gráficamente el recinto determinado por estas inecuaciones.
b) Determine los vértices del recinto.
c) Obtenga los valores extremos de la función F (x, y) =3x —4y +12 en ese recinto e indique en
qué punto o puntos se alcanza cada extremo.
SOCIALES II. 2008 RESERVA 3. EJERCICIO 1. OPCIÓN A"
Mates CCSS,2008,Programación Lineal,Reserva 4,Ejercicio 1 Opción A,"Una empresa produce botellas de leche entera y de leche desnatada y tiene una capacidad de
producción máxima de 6000 botellas al día. Las condiciones de la empresa obligan a que la
producción de botellas de leche desnatada sea, al menos, la quinta parte de las de leche entera
y, como máximo, el triple de la misma. El beneficio de la empresa por botella de leche entera es
de 20 céntimos y por botella de leche desnatada es de 32 céntimos. Suponiendo que se vende
toda la producción, determine la cantidad de botellas de cada tipo que proporciona un
beneficio máximo y el importe de este beneficio.
SOCIALES II. 2008. RESERVA 4. EJERCICIO 1. OPCIÓN A"
Mates CCSS,2008,Programación Lineal,Septiembre,Ejercicio 1 Opción B,"Un nutricionista informa a un individuo que, en cualquier tratamiento que siga, no debe
ingerir diariamente más de 240 mg de hierro ni más de 200 mg de vitamina B. Para ello están
disponibles píldoras de dos marcas, P y Q. Cada píldora de la marca P contiene 40 mg de
hierro y 10 mg de vitamina B, y cuesta 6 céntimos de euro; cada píldora de la marca Q contiene
10 mg de hierro y 20 mg de vitamina B, y cuesta 8 céntimos de euro. Entre los distintos
tratamientos, ¿cuál sería el de máximo coste diario?
SOCIALES II. 2008 SEPTIEMBRE. EJERCICIO 1. OPCIÓN B"
Mates CCSS,2009,Programación Lineal,Junio,Ejercicio 1 Opción B,"a) Dibuje el recinto definido por las siguientes restricciones:
X+y>2; x—-y<0 ; y<4; x>0
b) Determine el máximo y el mínimo de la función F (x, y)= x + y en el recinto anterior y los
puntos dónde se alcanza.
14 , ; ,
c) ¿Pertenece el punto (5,5) al recinto anterior?. Justifique la respuesta.
SOCIALES II. 2009 JUNIO. EJERCICIO 1 OPCIÓN B"
Mates CCSS,2009,Programación Lineal,Reserva 1,Ejercicio 1 Opción B,"En un examen de Matemáticas se propone el siguiente problema:
“Indique dónde se alcanza el mínimo de la función F(x,y)=6x+3y-2 en la región
determinada por las restricciones 2x + y >6 ; 2x+5y <30 ; 2x—-y<6.”
a) Resuelva el problema
b) Ana responde que se alcanza en (1,4) y Benito que lo hace en (3,0). ¿Es cierto que el mínimo
se alcanza en (1,4)?. ¿Es cierto que se alcanza en (3,0)?.
SOCIALES II. 2009 RESERVA 1. EJERCICIO 1 OPCIÓN B"
Mates CCSS,2009,Programación Lineal,Reserva 2,Ejercicio 1 Opción B,"Un agricultor posee 10 hectáreas (ha.) y decide dedicarlas al cultivo de cereales y hortalizas.
Por las limitaciones de agua no puede destinar más de 5 ha. A hortalizas. El cultivo de cereales
tiene un coste de 1000 euros/ha. Y el de hortalizas de 3000 euros/ha., no pudiendo superar el
coste la cantidad de 16000 euros. El beneficio neto por ha. De cereales asciende a 2000 euros y
el de hortalizas a 8000 euros. Halle la distribución de cultivos que maximiza el beneficio y
calcule dicho máximo. ,
SOCIALES II. 2009 RESERVA 2. EJERCICIO 1. OPCIÓN B"
Mates CCSS,2009,Programación Lineal,Reserva 3,Ejercicio 1 Opción A,"Obtenga los valores máximo y mínimo, indicando donde se alcanzan, de la función objetivo
F(x, y)= x — y en la región definida por las restricciones:
ÓxX+y>3; 2x+y<2; y<% ; X>0; y>0
SOCIALES II. 2009 RESERVA 3. EJERCICIO 1 OPCIÓN A"
Mates CCSS,2009,Programación Lineal,Reserva 4,Ejercicio 1 Opción B,"a) Plantee, sin resolver, el siguiente problema de programación lineal: “Una empresa fabrica
camisas de dos tipos A y B. El beneficio que obtiene es de 8 euros por cada camisa que fabrica
del tipo A y de 6 euros por cada una del tipo B. La empresa puede fabricar, como máximo,
100.000 camisas, y las del tipo B han de suponer, al menos, el 60% del total. ¿Cuántas camisas
debe fabricar de cada tipo para obtener el máximo beneficio?.
b) Represente la región definida por las inecuaciones:
Y<xX ; y+2x<6 ; x<4y+3
Calcule el máximo de F (x, y)= y + 2x en la región anterior e indique dónde se alcanza.
SOCIALES II. 2009 RESERVA 4. EJERCICIO 1 OPCIÓN B"
Mates CCSS,2009,Programación Lineal,Septiembre,Ejercicio 1 Opción A,"a) Represente la región definida por las siguientes inecuaciones y determine sus vértices:
x+3y<12 ; %+%21 ; y>1; x>0
b) Calcule los valores extremos de la función F (x,y)=5x+15y en dicha región y dónde se
alcanzan. ,
SOCIALES II. 2009 SEPTIEMBRE. EJERCICIO 1 OPCIÓN A"
Mates CCSS,2010,Programación Lineal,Junio,Ejercicio 1 Opción A,"Sea el recinto definido por las inecuaciones siguientes:
X+y<15; x<2y ; O<y<6 ; x>0
a) Represente gráficamente dicho recinto.
b) Calcule sus vértices.
c) Determine el máximo valor de la función F (x, y)= 8x +5y en el recinto anterior y dónde se
alcanza.
SOCIALES II. 2010 JUNIO. EJERCICIO 1 OPCIÓN A"
