subject,year,topic,exam,exercise,statement
MATES_CCSS,2003,Funciones CCSS,Junio,"Ejercicio 2, Opción A","SELECTIVIDAD
Ax—D'+b si x<2
a(x-3+3 si x>2
a) Sea la función f(x)= . Halle a y b para que la función sea continua y
derivable en x=2.
2x+1
b) Halle la función derivada de g(x)= GD?
XxX -
SOCIALES Il. 2003. JUNIO. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2003,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción A","Se conoce que el rendimiento de un jugador de fútbol durante los primeros 45 minutos de un
partido viene dado por la función  f :[0,45] >R cuya expresión analítica es
$ (t)=7'21—0'16t?, donde £ es el tiempo, expresado en minutos.
a) Represente gráficamente esta función.
b) ¿Cuál es el máximo rendimiento del jugador?. ¿En qué momento lo consigue?. ¿En qué
instantes tiene un rendimiento igual a 32?.
SOCIALES Il. 2003 RESERVA 2. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2003,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción A","por f(x)=x*-42x?+576x-—2296, en función de la hora x, siendo 11<x<20.
a) Halle los extremos relativos de esta función.
b) Represente esta función y determine las horas en las que crece el número medio de clientes.
c) Halle los valores máximos y mínimos del número medio de clientes que visitan el hipermercado
entre las 11 y las 20 horas.
SOCIALES IL. 2003 RESERVA 3. EJERCICIO 2. OPCIÓN A"
Mates CCSS,2003,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción A","Los beneficios esperados de una inmobiliaria en los próximos 5 años vienen dados por la
función: B(t)=t* —91? +241 (tindica el tiempo, en años, 0 <f<5)
a) Represente la evolución del beneficio esperado en función del tiempo.
b) En ese periodo, ¿cuándo será máximo el beneficio esperado?.
SOCIALES II. 2003 RESERVA 4. EJERCICIO 2. OPCIÓN A"
Mates CCSS,2004,Funciones CCSS,Junio,"Ejercicio 2, Opción A","La temperatura T, en grados centígrados, que adquiere una pieza sometida a un proceso viene
dada en función del tiempo f, en horas, por la expresión:
T(t) =40t-1047 con 0<t<4
a) Represente gráficamente la función T y determine la temperatura máxima que alcanza la
pieza.
b) ¿Qué temperatura tendrá la pieza transcurrida 1 hora?. ¿Volverá a tener esa misma
temperatura en algún otro instante?.
SOCIALES 1. 2004 JUNIO. EJERCICIO 2. OPCIÓN A"
Mates CCSS,2004,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción B","a) Estudie la continuidad y derivabilidad de la función:
x?-4x+7 si x<3
f(x)= 4
—— si x>3
x-2
b) Calcule la derivada de g(x)=(x+1)-e**""*
SOCIALES II. 2004. RESERVA 2. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2004,Funciones CCSS,Septiembre,"Ejercicio 2, Opción A","Calcule las derivadas de las siguientes funciones (no es necesario simplificar el resultado):
a) 0. ey
D) g(x) =(x?-1)- Lx
e) h(x)=2**
d) i(x)=(x*-6x)-(x?+1)*
SOCIALES II. 2004. SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2005,Funciones CCSS,Junio,"Ejercicio 2, Opción A","2% si x<l
Sea la función f(x)=3 2
—= si x>1
Xx
a) Estudie la continuidad y la derivabilidad de f.
b) Calcule sus asíntotas.
c) Determine la ecuación de la recta tangente a la gráfica de f en el punto de abscisa x =2
SOCIALES Il. 2005. JUNIO. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2005,Funciones CCSS,Junio,"Ejercicio 2, Opción B","El beneficio, en millones de euros, de una empresa en función del tiempo t, en años, viene dado
por:
F(0)=-4+121-31 A<t<7
a) Represente la gráfica de la función f.
b) ¿Para qué valor de £ alcanza la empresa su beneficio máximo y a cuánto asciende?. ¿Para qué
valor de f alcanza su beneficio mínimo y cuál es éste?.
SOCIALES Il. 2005. JUNIO. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2005,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción B","Halle f'(2) ;2g'(4) y h'(0) para las funciones definidas de la siguiente forma:
fu=r+ó 5 200) =(0+9) ; h(x)=L( +1)
Xx
SOCIALES Il. 2005, RESERVA 3. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2005,Funciones CCSS,Septiembre,"Ejercicio 2, Opción A","viene dado por la función: f (£) =—4t? + 60t-15 1<1<8
a) ¿Cuál será el valor de las existencias para £=2? ¿Y para £=4?.
b) ¿Cuál es el valor máximo de las existencias? ¿En que instante se alcanza?.
c) ¿En qué instante el valor de las existencias es de 185 miles de euros?
SOCIALES Il. 2005 SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2006,Funciones CCSS,Junio,"Ejercicio 2, Opción A","a) Halle los valores de a y b para que la gráfica de la función f(x)=ax*+3x? —Sx+b pase
por el punto (1,-3) y tenga el punto de inflexión en x=-—1.
b) Halle los intervalos de monotonía y los extremos relativos de la función definida por
g()=x*-3x? +7
SOCIALES Il. 2006. JUNIO. EJERCICIO 2. OPCIÓN A"
Mates CCSS,2006,Funciones CCSS,Junio,"Ejercicio 2, Opción B","x
Sea la función f definida por: f(x)=x< 2x-—1
x2+x si x>0
x<0
a) Estudie la continuidad y derivabilidad de f.
b) Calcule la ecuación la recta tangente a la gráfica de la función en el punto de abscisa x =1.
SOCIALES II. 2006. JUNIO. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2006,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción A","Sean las funciones f(x)=x?-4x+6 y g(x)=2x-x?.
a) Determine, para cada una de ellas, los puntos de corte con los ejes, el vértice y la curvatura.
Represéntelas gráficamente.
b) Determine el valor de x para el que se hace mínima la función h(x)= f(x)- g(x)
SOCIALES Il. 2006. RESERVA 1. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2006,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción B","Calcule las derivadas de las siguientes funciones:
a) A
b) g(x) =(x1? +2)- L(x? +2)
0) h(x)=3* +e*
SOCIALES Il. 2006. RESERVA 1. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2006,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción A","x*-1 si x<1
x—1 si x>1
Consideremos la función: f(x)=
a) Estudie su continuidad y derivabilidad.
b) Determine la monotonía de f.
c) Represente gráficamente esta función.
SOCIALES IL. 2006. RESERVA 2. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2006,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción B","3x-2
a) Calcule la ecuación de la recta tangente a la gráfica de g(x)= * 1 en el punto de abscisa
x+
x=1.
b) Se considera la función f(x) =ax?—bx +4. Calcule los valores de los parámetros a y b para
que f tenga un extremo relativo en el punto (1, 10).
SOCIALES Il. 2006. RESERVA 2. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2006,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción A","El beneficio esperado de una empresa, en millones de euros, en los próximos ocho años viene
dado por la función B definida por:
1247 si0<t<5
209-| + NA
10 si 5<t<8
donde ft indica el tiempo transcurrido en años.
a) Represente gráficamente la función B y explique cómo es la evolución del beneficio esperado
durante esos 8 años.
b) Calcule cuándo el beneficio esperado es de 11”25 millones de euros.
SOCIALES Il. 2006. RESERVA 3. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2006,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción B","Sea la función f(x)=x*-3x?-1
a) Determine la monotonía y los extremos relativos de f .
b) Calcule su punto de inflexión.
c) Teniendo en cuenta los apartados anteriores, represéntela.
SOCIALES Il. 2006. RESERVA 3. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2006,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción A","a) Dada la función f(x)=a-(x—1)?+bx, calcule a y b para que la gráfica de esta función pase
por el punto de coordenadas (1,2) y tenga un extremo relativo en el punto de abscisa x=2.
b) Calcule g''(2) siendo g(x)= 1_ Xx.
x
SOCIALES Il. 2006. RESERVA 4. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2006,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción B","a) De una función f se sabe que la gráfica de su función derivada, f ”, es la recta de ecuación
y =-2x +4. Estudie razonadamente la monotonía de la función f, a la vista de la gráfica de la
derivada.
4x-4
b) Dada la función g(x)= úl calcule la ecuación de la recta tangente a su gráfica en el
x+
punto de abscisa x = 0.
SOCIALES Il. 2006. RESERVA 4. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2006,Funciones CCSS,Septiembre,"Ejercicio 2, Opción A","a) La gráfica de la función derivada de una función f es la parábola de vértice (0,2) que corta
al eje de abscisas en los puntos (-3,0) y (3,0). A partir de dicha gráfica, determine los
intervalos de crecimiento y decrecimiento de la función f.
b) Calcule los extremos relativos de la función g(x)=x*-—3x.
SOCIALES Il. 2006. SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
Mates CCSS,2006,Funciones CCSS,Septiembre,"Ejercicio 2, Opción B","-=Xx
Se considera la función f(x)= :
-x
a) Halle la ecuación de la recta tangente a la gráfica de esa función en el punto de abscisa x=1.
b) Estudie su monotonía.
e) Calcule sus asíntotas.
SOCIALES II. 2006. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2007,Funciones CCSS,Junio,"Ejercicio 2, Opción A","Para la función f : R > R definida de la forma f(x)=8x*-—84x? +240x, determine:
a) Su monotonía y sus extremos relativos.
b) Su curvatura y su punto de inflexión.
SOCIALES H. 2007. JUNIO. EJERCICIO 2. OPCIÓN A"
Mates CCSS,2007,Funciones CCSS,Junio,"Ejercicio 2, Opción B","a) Halle los valores de a y b para que la recta tangente a la gráfica de f(x)=ax?—b en el
punto (1,5) sea la recta y =3x+2.
b) Para g(x)=e'* +L(x+2), calcule g'(1).
SOCIALES II. 2007. JUNIO. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2007,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción A","SELECTIVIDAD
2x?-3x+a si x<0
x?+bx+1 si x>0
a) Sea la función f(x)=
Halle a y b para que la función sea continua y derivable.
b) Calcule la derivada de las siguientes funciones:
x
3 e
¿002 UE , HhMx)= 41
SOCIALES IL. 2007. RESERVA 1. EJERCICIO 2. OPCIÓN A."
Mates CCSS,2007,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción B","a) Determine dónde se alcanza el mínimo de la función f (x)=3x?-—6x+a. Calcule el valor de
a para que el valor mínimo de la función sea 5.
b) Calcule g'(3), siendo, g(x)=2x-e*"",
SOCIALES II. 2007. RESERVA 1. EJERCICIO 2. OPCIÓN B."
MATES_CCSS,2007,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción A","Se considera la función f(x)= x+1
x?4+2x-3 si x>0
a) Estudie su derivabilidad en x = 0.
b) Determine si existen asíntotas y obtenga sus ecuaciones.
SOCIALES Il. 2007. RESERVA 2. EJERCICIO 2. OPCIÓN A."
Mates CCSS,2007,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción B","Se considera la función f(x)=x*-—9x?+24x
a) Determine los extremos relativos de f ; estudie la monotonía y la curvatura.
b) Represente gráficamente la función f.
SOCIALES II. 2007. RESERVA 2. EJERCICIO 2. OPCIÓN B."
MATES_CCSS,2007,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción A",": 0 . 2x-8x+6 si x<1
Se considera la función definida por f(x)=
—2x?+8x-6 si x>1
a) Estudie la continuidad y derivabilidad de f.
b) Represente la gráfica de f.
e) Indique los extremos relativos de la función. '
SOCIALES Il. 2007. RESERVA 3. EJERCICIO 2. OPCIÓN A."
MATES_CCSS,2007,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción B","x—k .
, si x>0
Sea la función f(x)=
x?+2x+1 si x<0
a) Calcule el valor de k para que la función f sea continua en x = 0. Para ese valor de k , ¿es f
derivable en x =0?
b) Para k =0, calcule lim f(x) y lim f(x)
SOCIALES Il. 2007. RESERVA 3. EJERCICIO 2. OPCIÓN B."
MATES_CCSS,2007,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción A","El beneficio obtenido por una empresa, en miles de euros, viene dado por la función
—5x?+40x-60 si 0<x<6
(x) =
f > -15 si 6<x<1l0
donde x representa el gasto en publicidad, en miles de euros.
a) Represente la función f.
b) Calcule el gasto en publicidad a partir del cual la empresa no tiene pérdidas.
c) ¿Para qué gastos en publicidad se producen beneficios nulos?
d) Calcule el gasto en publicidad que produce máximo beneficio. ¿Cuál es ese beneficio
máximo?
SOCIALES IL. 2007. RESERVA 4. EJERCICIO 2. OPCIÓN A."
MATES_CCSS,2007,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción B","a) La función f(x)=x*+ax*+bx tiene un extremo relativo en x = 2 y un punto de inflexión
en x = 3. Calcule los coeficientes a y b y determine si el citado extremo es un máximo o un
mínimo relativo.
b) Calcule la ecuación de la recta tangente a la gráfica de la función g(x)= * 2 en el punto
x-
de abscisa x = 3.
SOCIALES IL. 2007. RESERVA 4. EJERCICIO 2. OPCIÓN B."
MATES_CCSS,2007,Funciones CCSS,Septiembre,"Ejercicio 2, Opción A","2* sí x<l
x2+mx+5 si x>1
Sea la función f :|R > RR, definida por: f(x) -|
a) Calcule m para que la función sea continua en x=1.
b) Para ese valor de m, ¿es derivable la función en x=12?
e) Calcule la ecuación la recta tangente a la gráfica de fen x =0.
SOCIALES Il. 2007. SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2007,Funciones CCSS,Septiembre,"Ejercicio 2, Opción B","a) Sea la función definida para todo número real x por f(x)=ax*+bx. Determine a y b
sabiendo que su gráfica pasa por el punto (1,1) y que en ese punto la pendiente de la recta
tangente es — 3.
b) Si en la función anterior a==— y b=-4, determine sus intervalos de monotonía y sus
extremos.
SOCIALES Il. 2007. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2008,Funciones CCSS,Junio,"Ejercicio 2, Opción A","Sea la función definida de la forma f(x) = x-1
2x?-—10x si
a) Halle el dominio de f.
b) Estudie la derivabilidad de fenx =2.
c) Halle la ecuación de la recta tangente a la gráfica de fen el punto de abscisa x =0.
SOCIALES Il. 2008. JUNIO. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2008,Funciones CCSS,Junio,"Ejercicio 2, Opción B","x*+ax+b si x<1
Lx) si x2>1
a) Determine a y b sabiendo que f es continua y tiene un mínimo en x =—1.
b) Para a=-1 y b=1, estudie la derivabilidad de fen x =-1 yenx=1.
SOCIALES Il. 2008. JUNIO. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2008,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción A","Sea la función f definida mediante f(x)= x+l
2x-1
a) Determine los puntos de corte con los ejes.
b) Estudie su curvatura.
c) Determine sus asíntotas.
d) Represente la función.
SOCIALES Il. 2008 RESERVA 1. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2008,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción B","a) La gráfica de la derivada de una función f es la recta que pasa por los puntos (0,—3) y (4,0).
Estudie la monotonía de la función f
b) Calcule la derivada de las siguientes funciones:
x
g(1)=(3x+D*-L(x*+1) 5 Mx)==2—
Tx
-4
SOCIALES Il. 2008 RESERVA 1. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2008,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción A","El beneficio de una empresa, en miles de euros, viene dado por la función
B(x)=-3x?+120x+675 ; x>0
donde x representa el gasto en publicidad, en miles de euros.
a) Calcule el gasto a partir del cual la empresa no obtiene beneficios.
b) Calcule el valor de x que produce máximo beneficio. ¿Cuánto es ese beneficio?
c) Determine los intervalos de crecimiento y decrecimiento del beneficio de la empresa.
d) Represente gráficamente la función B.
SOCIALES IL. 2008 RESERVA 2. EJERCICIO 2. OPCIÓN A"
Mates CCSS,2008,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción B","a) f(0)=(+D-e”
b) g(x)=3""-Ln(x)
0) hHx)=(x*+1)-(x5-6x)*
(x+1)?
x?-2
SOCIALES IT. 2008 RESERVA 2. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2008,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción A","Sea la función f(x)=x*-—6x?.
a) Determine sus puntos de corte con los ejes.
b) Calcule sus extremos relativos y su punto de inflexión.
c) Represente gráficamente la función.
SOCIALES II. 2008 RESERVA 3. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2008,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción B","x?+4 si xs1l
ax+b si x>1
Sea la función f(x)=
a) Calcule a y b, sabiendo que £(2)=7 y que f es continua enx=1.
b) Determine la ecuación de la recta tangente a la gráfica de f en el punto de abscisa x =-1.
SOCIALES Il. 2008. RESERVA 3. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2008,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción A","e* si x<s0
Sea la función f(x) =
x20+x+1 si x>0
a) ¿Es f continua en x = 0? ¿Es continua en su dominio?.
b) ¿Es f derivable en x =0? ¿Es derivable en su dominio?.
c) Estudie la monotonía de f.
SOCIALES Il. 2008. RESERVA 4. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2008,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción B","2
a) Calcule la ecuación de la recta tangente a la gráfica de f(x)=— en el punto de abscisa 1.
x
b) Sea la función g(x)=x* +ax?+b. Calcule a y b sabiendo que su gráfica presenta un punto
de inflexión en el punto (2,5).
SOCIALES Il. 2008. RESERVA 4. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2008,Funciones CCSS,Septiembre,"Ejercicio 2, Opción A","3
a) Halle la ecuación de la recta tangente a la gráfica de la función f(x)==— en el punto de
x
abscisa x =—1.
b) Halle los valores de a y b para que la función g(x)=ax +2 tenga un extremo relativo en el
x
punto (1,2).
SOCIALES Il. 2008 SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2008,Funciones CCSS,Septiembre,"Ejercicio 2, Opción B","Dada la función f(x) =4-3x?+x*, determine:
a) La monotonía y la curvatura def.
b) Los puntos donde la función alcanza sus extremos relativos.
c) La ecuación de la recta tangente a la gráfica de f en el punto de abscisa x =-1.
SOCIALES Il. 2008 SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2009,Funciones CCSS,Tunio,"Ejercicio 2, Opción A","x+x si x<0
Sea la función f(x)=%  x
si x>0
x+1
a) Analice la continuidad y derivabilidad de la función en su dominio.
b) Determine la asíntota horizontal, si la tiene.
c) Determine la asíntota vertical, si la tiene.
SOCIALES IT. 2009. TUNIO. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2009,Funciones CCSS,Junio,"Ejercicio 2, Opción B","Un estudio acerca de la presencia de gases contaminantes en la atmósfera de una ciudad indica
que el nivel de contaminación viene dado por la función:
C(t)=-0'21?+41+25 0<t<25  (t= años transcurridos desde el año 2000)
a) ¿En qué año se alcanzará un máximo en el nivel de contaminación?.
b) ¿En qué año se alcanzará el nivel de contaminación cero?.
c) Calcule la pendiente de la recta tangente a la gráfica de la función C(t) en £=8. Interprete
el resultado anterior relacionándolo con el crecimiento o decrecimiento.
SOCIALES IL. 2009 JUNIO. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2009,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción A","a) Halle las funciones derivadas de las funciones definidas por las siguientes expresiones:
F0)=(2x?-3) ; g(x)=
In(x) e). e%
2x+3
b) Determine el dominio y las asíntotas de la función m(x) = 4
SOCIALES Il. 2009 RESERVA 1. EJERCICIO 2. OPCIÓN A"
Mates CCSS,2009,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción B","a) Sea función f(x)= .
si x>0
x+1
Estudie su continuidad y su derivabilidad.
b) Se consideran las funciones: g(x)=(2x+1D)?, h(x)= 2 . Halle sus funciones derivadas.
SOCIALES HL. 2009. RESERVA 1. EJERCICIO 2. OPCIÓN B."
MATES_CCSS,2009,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción A","Un almacenista de frutas ha estimado que el beneficio que le produce cada kilogramo (Kg) de
fresas depende del precio de venta de acuerdo con la función
B(x)=-x?*+4x-3
siendo B(x) el beneficio por Kg y x el precio de cada Kg, ambos expresados en euros.
a) ¿Entre qué precios se producen beneficios para el almacenista?.
b) ¿Qué precio maximiza los beneficios?.
c) Si tiene en el almacén 10.000 Kg de fresas, ¿cuál será el beneficio total máximo que podrá
obtener?.
SOCIALES IL. 2009 RESERVA 2. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2009,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción B","3* si x<1l
x?-6x+8 si x>1
Sea función f(x)=
a) Estudie la continuidad y la derivabilidad de la función f.
b) Calcule la ecuación de la recta tangente a la gráfica de la función f en el punto de abscisa
x=3.
SOCIALES IL. 2009. RESERVA 2. EJERCICIO 2. OPCIÓN B."
MATES_CCSS,2009,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción A","Sea la función f(x)=x*-1.
a) Calcule los puntos de corte de la gráfica con los ejes, su monotonía y extremos relativos, si
los tuviese.
b) Determine su curvatura y punto de inflexión.
c) Halle los puntos de la gráfica en los que la recta tangente tiene de pendiente 3.
SOCIALES IL. 2009 RESERVA 3. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2009,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción B","=x+1 si x<l
x-1 si x21
Sea función real de variable real f(x) |
a) Represente gráficamente la función.
b) Estudie la continuidad de la función.
c) Estudie la derivabilidad de la función.
SOCIALES Il. 2009. RESERVA 3. EJERCICIO 2. OPCIÓN B."
MATES_CCSS,2009,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción A","Sea la función f(x)= *-1
2x-1
a) Halle la ecuación de la recta tangente a la gráfica de la función f en el punto (0,1)
b) Estudie la monotonía de f.
c) Halle las asíntotas, los puntos de corte con los ejes y represente gráficamente la función.
SOCIALES Il. 2009 RESERVA 4. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2009,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción B","ent si x<0
x—x+1 si x>0
Sea función f :R > IR definida mediante f(x) -|
a) ¿Es f continua en x =07.¿Es continua en su dominio?.
b) ¿Es f derivable en x =0?.¿Es derivable en su dominio?.
e) Calcule la ecuación de la recta tangente a la gráfica de la función f en el punto de abscisa
x=1.
SOCIALES IL. 2009. RESERVA 4. EJERCICIO 2. OPCIÓN B."
MATES_CCSS,2009,Funciones CCSS,Septiembre,"Ejercicio 2, Opción A","La función derivada de una función f viene dada por f '(x)=3x*-12x+9
a) Obtenga los intervalos de monotonía de la función f y los valores de x en los que dicha función
alcanza sus extremos locales.
b) Determine los intervalos de concavidad y convexidad de la función f.
e) Sabiendo que la gráfica de f pasa por el punto (2,5), calcule la ecuación de la recta tangente
a la gráfica de f en dicho punto.
SOCIALES Il. 2009. SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2009,Funciones CCSS,Septiembre,"Ejercicio 2, Opción B","Sea la función f (x)=ax*+bx?*+x
a) Determine el valor de los parámetros a y b sabiendo que la función f tiene un máximo en x=1
y quef(1)=2.
b) Para a=b=1, halle la ecuación de la recta tangente a la gráfica de f en el punto de abscisa
x=0.
SOCIALES IL. 2009. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2010,Funciones CCSS,Junio,"Ejercicio 2, Opción A","Sea la función f(x)=2x? — 3 Calcule:
a) Los intervalos de crecimiento y decrecimiento.
b) Las coordenadas de sus extremos relativos.
c) El punto de la gráfica en el que la pendiente de la recta tangente a dicha gráfica es 4.
SOCIALES Il. 2010. JUNIO. EJERCICIO 2. OPCIÓN A"
