subject,year,topic,exam,exercise,statement
MATES_CCSS,2006,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opción B,"Sean las matrices:
100
A=|1 1 0);B
301
Calcule los valores de los números reales x , y , 7 , para que se verifique la siguiente igualdad
entre matrices: E —x-A-B=y-C+z-D
SOCIALES II. 2006 RESERVA 3. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2006,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opción A,", 2 2
Sean las matrices: A= y B= (1 —1)
—-5 4
Explique qué dimensión debe tener la matriz X para que tenga sentido la ecuación matricial
X-A+2B=(1 0). Resuelva dicha ecuación.
SOCIALES II. 2006 RESERVA 4. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2007,Matrices Y Determinantes,Junio,Ejercicio 1 Opción A,"Sean las matrices A=| 0' 1 0|; X=l y
—1 30 —2
a) Determine la matriz inversa de A.
b) Halle los valores de x, y, 7 para los que se cumple 4- X =Y .
SOCIALES II. 2007. JUNIO. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2007,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opción A,", 21 1 x 0 —
Sean las matrices A = , B= y C= .
11 x 0 -1 2
a) Encuentre el valor o valores de x de forma queB” = A.
b) Igualmente para que B+C =4""'.
c) Determine x para que A+B+C=3-1,.
SOCIALES II. 2007. RESERVA 1. EJERCICIO 1. OPCIÓN A."
MATES_CCSS,2007,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opción A,"10
Sea la matriz B = [1 b). Calcule el valor de b para que B* =1,.
SOCIALES II. 2007. RESERVA 2. EJERCICIO 1. OPCIÓN A."
MATES_CCSS,2007,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opción A,"3
32 25
Dadas las matrices A = (2 4] =[ ] , resuelva la ecuación matricial A- Y +B'=B,
donde Y es una matriz cuadrada de orden 2. .
SOCIALES II. 2007. RESERVA 3. EJERCICIO 1. OPCIÓN A."
MATES_CCSS,2007,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opción A,". 102 —
Sean las matrices A = , B= .
2 10 5
a) Calcule B-B' -A-A'.
b) Halle la matriz X que verifica (A-A')- Y =B.
SOCIALES II. 2007. RESERVA 4. EJERCICIO 1. OPCIÓN A."
MATES_CCSS,2007,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opción B,"23 9
Halle la matriz A que verifica: -A= .
-1 s 28
SOCIALES II. 2007. SEPTIEMBRE. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2008,Matrices Y Determinantes,Junio,Ejercicio 1 Opción A,". 02 a b
Sean las matrices A = ; B= .
30 61
a) Calcule los valores de a y b para que A-B=B-:4A.
b) Para a =1 y b=0, resuelva la ecuación matricial X -B—-A=1,.
SOCIALES II. 2008. JUNIO. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2008,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opción A,"1
a) Dada la matriz A = [a 0] , calcule el valor de a para que A? sea la matriz nula.
a
12
b) Dada la matriz M = [1 J , calcule la matriz (M -'-M')*.
SOCIALES II. 2008 RESERVA 1. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2008,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opción B,"Dadas las matrices F = (2 —1 3) y C= , Calcule los productos C - F y F-C.
—2
. 2 0 1 —3 1 — .
b) Dadas las matrices A = 1 ; B= y C= 10 calcule la matriz X que
—1 2 -
verifique la ecuación Y - A'-B=C
SOCIALES II. 2008 RESERVA 2. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2008,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opción B,"5 1
a) Halle la matriz X que verifica la ecuación X - [1 3) = [2] —(3 4) .
b) Determine los valores de x e y que cumplen la igualdad
a -6 0
SOCIALES II 2008. RESERVA 3. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2008,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opción B,"12 0 —
Sean A y B las matrices siguientes: A = ; B=
01 2 4
a) Calcule (A +B)-(A-—B)
b) Determine la matriz Y, cuadrada de orden 2, en la ecuación matricial (A +2B)- X =37,
SOCIALES II. 2008. RESERVA 4. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2008,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opción A,"1+
a) Plantee y resuelva el sistema de ecuaciones dado por: (
1 1
b) Calcule la matriz inversa de | 0 0
1 0
0
1
2
SOCIALES II. 2008 SEPTIEMBRE. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2009,Matrices Y Determinantes,Junio,Ejercicio 1 Opcion A,"Sea la igualdad A - X + B =, donde A, X y B son matrices cuadradas de la misma dimensión.
a) Despeje la matriz X en la igualdad anterior, sabiendo que A tiene inversa.
25
b) Obtenga la matriz X en la igualdad anterior, siendo A = [1 3]
SOCIALES II. 2009 JUNIO. EJERCICIO 1. OPCION A"
MATES_CCSS,2009,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opcion A,"-1 4 - -2 1 3
Sean las matrices A=| 0 —1 0|, B=| 0 2 —-1|y C=
3 1 2 10 1
Determine Y en la ecuación matricial XY .- A—-2B=C.
SOCIALES II. 2009 RESERVA 4. EJERCICIO 1. OPCION A"
MATES_CCSS,2009,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opcion B,". 1 — 31
Sean las matrices A = , B=
0 2 -1 1
a) Calcule A* y 2B+1,
b) Resuelva la ecuación matricial A- Y —7, =2B*.
SOCIALES II. 2009 SEPTIEMBRE. EJERCICIO 1. OPCION B"
MATES_CCSS,2010,Matrices Y Determinantes,Junio,Ejercicio 1 Opcion B,". 21 12
Sean las matrices A = y B= .
31 —1 0
a) CalculeA' -B-A-B'.
b) Resuelva la ecuación matricial AX + BA=B.
SOCIALES II. 2010 JUNIO. EJERCICIO 1. OPCION B"
MATES_CCSS,2010,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opcion B,"a) Sean A, B y C matrices con 2, 3 y 2 filas, respectivamente. Sabiendo que el producto de
matrices A-B-C es posible y que el resultado es una matriz con 4 columnas, halle las
dimensiones de dichas matrices.
1 —
b) Halle la matriz X que verifica 1, -2X = A-(A—B'), siendo A= [2 J
SOCIALES II. 2010 RESERVA 1. EJERCICIO 1. OPCION B"
MATES_CCSS,2010,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opcion A,"EMESTRADA
U | EXÁMENES DE
SELECTIVIDAD
, al 1b 13
Sean las matrices A = , B= y C= .
0 2 03 25
a) Halle los valores de a y b para que se verifique A-B+A-B'=C.
b) ¿Existe algún valor de b para el que el producto B- B' sea igual a la matriz nula?.
c) Para a=0.5 y b=1, halle la matriz X que verifica la igualdad A- Y +B=0, (0 representa
la matriz nula).?.
SOCIALES II. 2010 RESERVA 2. EJERCICIO 1. OPCION A"
MATES_CCSS,2010,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opcion B,", 12 1185 e d 6
Sean las matrices P = , 0= y R= .
a 0 8 4b 10 10 50
a) Calcule, si es posible, P -Q y 0-P , razonando la respuesta.
b) ¿Cuánto deben de valer las constantes a, b, c y d para que P -20=R?.
SOCIALES II. 2010 SEPTIEMBRE. EJERCICIO 1. OPCION B"
MATES_CCSS,2011,Matrices Y Determinantes,Junio,Ejercicio 1 Opcion A,", 2 —5 3—2
Sean las matrices A = , , B= >
—3 0 11
a) Calcule A? -B-C'.
b) Resuelva la ecuación matricial A- Y +B=2-C.
SOCIALES I1. 2011 JUNIO. EJERCICIO 1. OPCION A"
MATES_CCSS,2011,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opcion B,"10 — 11
operaciones tienen sentido y efectúa las que puedan realizarse: M+N', M'.N , M-N.
b) Un industrial cafetero produce dos tipos de café, natural y descafeinado, en tres modalidades
cada uno, A, B y C. Se han anotado en la matriz P los pesos, en Kg, del café que el industrial
produce de cada una de las modalidades de cada tipo, y en la matriz Q los precios a los que
vende el Kg de cada producto final:
A B C A B Cc
natural [550 400 240] natural [2.20 2.75 2.50]
0 3 — 23 -1
a) Dadas las matrices M =[ ) y N' =[ 0], razone cuáles de las siguientes
260 200 100 =descafeinado 3.20 3.90 3.60
Efectúe el producto P -Q' y explique el significado económico de cada uno de los elementos de
la diagonal principal de la matriz resultante.
SOCIALES II. 2011 RESERVA 1. EJERCICIO 1. OPCION B"
MATES_CCSS,2011,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opcion A,"010 ol11
Sean las matricesC =|1 0 1 y D=11 01!
110
010
a) Resuelva la ecuación matricial 2- Y —C-D=(1,+D)-C.
b) Si las matrices C y D son las matrices de adyacencia de dos grafos, de vértices a, b, c y 1, 2, 3,
respectivamente, haga la representación gráfica de dichos grafos.
SOCIALES II. 2011 RESERVA 2. EJERCICIO 1. OPCION A"
MATES_CCSS,2011,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opcion A,"1 6
a) Dada la matriz A=1 0 7 | , calcule (7, —A)*.
0 1
5
1
0
b) Dadas las matrices B = [ J [_:1J , D=[150], determine a y b de manera que
B-C-D=0 siendo O la matriz nula.
SOCIALES II. 2011 RESERVA 3. EJERCICIO 1. OPCION A"
MATES_CCSS,2011,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opcion A,"a) De una matriz cuadrada, A, de orden 3 se conocen los siguientes elementos
a,,=4, =-2 ; a,,=4,, =0 ;a,,=4,,=1
Determine los demás elementos de la matriz A sabiendo que debe cumplirse la ecuación
A-B=C',donde B =(1 —1 1) y C=(-4 2 —1).
1 —-5
b) Calcule 2D”, siendo D = [3 5J .
SOCIALES II. 2011 RESERVA 4. EJERCICIO 1. OPCION A"
MATES_CCSS,2011,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opcion B,", 010
Sean las matrices A = 1
3 -1
B= .
01 [1 J
a) Efectúe, si es posible, los siguientes productos: A-A' ; A -A ; A-B.
b) Resuelva la siguiente ecuación matricial A- A' - X =B.
SOCIALES II. 2011 SEPTIEMBRE. EJERCICIO 1. OPCION B"
MATES_CCSS,2012,Matrices Y Determinantes,Junio,Ejercicio 1 Opcion B,"1 —
Sea la matriz A = .
2 -1
a) Resuelva la ecuación matricial A- Y +A'=17,.
b) ¿Qué requisitos mínimos debe cumplir una matriz B para que pueda efectuarse el producto
A-B?.
ce) ¿Y para el producto 3-B-A?.
SOCIALES II. 2012 JUNIO. EJERCICIO 1. OPCION B"
MATES_CCSS,2012,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opcion A,". —1 -6 11 2 a 01
Sean las matrices A = ; B= y C= .
2 4 10 - 3 1b
a) Halle los valores de a y b para que se verifique B-C' =.
b) Resuelva la ecuación matricial A- Y —A*=1,.
SOCIALES II. 2012. RESERVA 1. EJERCICIO 1. OPCION A"
MATES_CCSS,2012,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opcion B,"Los alumnos de 2* Bachillerato organizan una venta de pasteles para el viaje de fin de curso.
Venden pasteles grandes, que necesitan 2 huevos, 5 terrones de azúcar y 100 g de harina cada
uno, y pasteles pequeños, que necesitan 1 huevo, 3 terrones de azúcar y 80 g de harina cada
uno.
a) Presente en una matriz M, de dimensión 3x2, las cantidades de los elementos necesarios para
la elaboración de un pastel grande y uno pequeño.
b) Si desean fabricar 20 pasteles de una clase y 30 de otra, escriba las dos matrices columna,
A ( 20 grandes y 30 pequeños) y B (30 grandes y 20 pequeños) que representan este reparto.
c) Calcule los productos M:A y M'B e indique si con 8 docenas de huevos, 200 terrones de
azúcar y 5 Kg de harina se pueden elaborar 20 pasteles grandes y 30 pequeños. ¿ Y 30 grandes y
20 pequeños?.
SOCIALES II. 2012 RESERVA 2. EJERCICIO 1. OPCION B"
MATES_CCSS,2012,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opcion A,"SELECTIVIDAD
matrices:
[a+3c b+3d
>
AÁX:AÍBC:[
4c 4d
11 101
A= ; B=
02 -1 14
SOCIALES II. 2012. RESERVA 3. EJERCICIO 1. OPCION A"
MATES_CCSS,2012,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opcion A,"Una empresa vende tres artículos diferentes A, B y C, cada uno de ellos en dos formatos,
grande y normal. En la matriz F se indican las cantidades de los tres artículos, en cada uno de
los dos formatos, que ha vendido la empresa en un mes. En la matriz G se indican las
ganancias, en euros, que obtiene la empresa por cada unidad que ha vendido de cada artículo
en cada formato.
A B C A BC
F_grande [100 150 80] _ grande [6 8 5)
200 250 140 — normal [4 53
a) Efectúe los productos F '*.G y F-G'
b) Indique en qué matriz se pueden encontrar las ganancias que ha recibido la empresa en ese
mes por el total de las unidades vendidas de cada uno de los tres artículos y especifique cuáles
son esas ganancias.
c) Indique en qué matriz se pueden encontrar las ganancias que ha recibido la empresa en ese
mes por el total de las unidades vendidas en cada uno de los dos formatos, especifique cuáles
son esas ganancias y halle la ganancia total.
SOCIALES II. 2012 RESERVA 4. EJERCICIO 1. OPCION A"
MATES_CCSS,2012,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opcion B,"Una fábrica produce dos tipos de productos, A y B, que distribuye a tres clientes. En el mes de
enero el primer cliente compró 9 unidades de A y 5 de B, el segundo cliente 3 de A y 7 de B, y el
tercer cliente 4 de A y 6 de B.
En el mes de febrero el primer cliente y el segundo duplicaron las compras del mes anterior, y
el tercer cliente compró de cada producto una unidad más de las que compró en enero. En
marzo el primer cliente no compró nada, y el segundo y el tercero compraron lo mismo que en
febrero.
a) Para cada mes construya la matriz de dimensión 3x2 correspondiente a las compras de ese
mes.
b) Calcule la matriz de compras del trimestre.
C) Si los precios de los productos A y B son, respectivamente, 80 y 100 euros, calcule lo que
factura la fábrica en el primer trimestre, por cada cliente y en total.
SOCIALES II. 2012 SEPTIEMBRE EJERCICIO 1. OPCION B"
MATES_CCSS,2013,Matrices Y Determinantes,Junio,Ejercicio 1 Opcion A,"2
Sean las matrices A = [
a
5 —
a) Obtenga a y b sabiendo que A? =[ , 1] . ¿Es A simétrica?
b) Para los valores a =3 y b=1 calcule la matriz X tal que A-B=2(X —37).
SOCIALES II. 2013 JUNIO. EJERCICIO 1. OPCION A"
MATES_CCSS,2013,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opcion B,"1
0
0
Sean las matrices A = [1
a) Calcule A? y 4*.
b) Resuelva la ecuación matricial A- Y +1,=5B'-4*.
SOCIALES II. 2013. RESERVA 1. EJERCICIO 1. OPCION B"
MATES_CCSS,2013,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opción B,"20 -1
Sean las matrices A=(1 -2 3),B 1|,0=11 1 -1
13
Resuelva, si es posible, la ecuación matricial B. A+2X =C.
SOCIALES II. 2013 RESERVA 2. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2013,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opción A,". . 31 21
a) Se consideran las matrices A = y B=
52 32
Determine la matriz Y que verifica B- Y =3A+4'.
2 5
b) Calcule la matriz Y que verifica | 1 —5|-Y =
2 — —6
SOCIALES II. 2013 RESERVA 3. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2013,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opción A,"3
2
Sean las matrices A = [3
a) Calcule A*.
b) Determine la matriz XY para que A-X+B-C=D
SOCIALES II. 2013 RESERVA 4. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2013,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opcion B,"Sean las matrices A =
a) Resuelva la ecuación matricial (2A + B) - X =3A-—B.
b) Determine en cada caso las dimensiones de la matriz D para que se puedan realizar las
siguientes operaciones: C-D+A,C'-D-C , D-C' ,C-D-C'.
SOCIALES II. 2013 SEPTIEMBRE EJERCICIO 1. OPCION B"
MATES_CCSS,2014,Matrices Y Determinantes,Junio, Ejercicio 1 Opcion A,"1
Sean las matrices A = [0 , siendo a un número real cualquiera.
a) Obtenga la matriz A?*,
b) Para a =2, resuelva la ecuación matricial A*- X —4B=0.
SOCIALES II. 2014. JUNIO . EJERCICIO 1. OPCION A"
MATES_CCSS,2014,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opcion A,". la
Sean las matrices A = 01) B=(-1 1)
a) Calcule el valor del parámetro a para que se verifique (B - A)' =A-B'.
b) Para a =2, resuelva la ecuación matricial X - A=B
SOCIALES II. 2014. RESERVA 1. EJERCICIO 1. OPCION A"
MATES_CCSS,2014,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opcion A,". —5 0
Sean las matrices B =
4 6
-1 -8 —
C=
[-9 3 6)
a) Determine la dimensión que debe de tener la matriz A para que se verifique la igualdad:
A-B=2C'
b) Halle la matriz A anterior, sabiendo que de ella se conocen los elementos
a, =2,a,,=-3,4 ,, =1.
SOCIALES II. 2014 RESERVA 2 EJERCICIO 1. OPCION A"
MATES_CCSS,2014,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opción B,"a) Determine los valores de x e y que hacen cierta la igualdad
2 -1 x) _(1 x ) (3
3 1) l-y) ly —-1) 10
5 1 0)/13-1)
SOCIALES II. 2014 RESERVA 3. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2014,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opción A,"; ; 2 1 3 —
Se consideran las matrices A = y B= .
3 — 1 4
a) Efectúe la operación A-B'
b) Determine la matriz X tal que A+2- X =B.
6
ce) Calcule la matriz Y, sabiendo que: B -Y = [9J
SOCIALES II. 2014 RESERVA 4. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2014,Matrices Y Determinantes,Reserva 4,Ejercicio 1B Opción B,"Resuelva la ecuación matricial A- Y =2-(C—D'), siendo :
SOCIALES II. 2014 RESERVA 4. EJERCICIO 1b. OPCIÓN B"
MATES_CCSS,2014,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opcion A,". 1 -7 10
Sean las matrices A = y B=
2 - -5 2
a) Calcule las matrices X e Y para las que se verifica:
X+Y=A y 3X+Y=B
b) Halle la matriz Z que verifica: B-Z+B' =21,.
SOCIALES II. 2014 SEPTIEMBRE EJERCICIO 1. OPCION A"
MATES_CCSS,2015,Matrices Y Determinantes,Junio,Ejercicio 1 Opcion B,"Sean las matrices A = [
a) Calcule las matrices X e Y si: X+Y =2A y X+B=2Y
b) Analice cuáles de las siguientes operaciones con matrices se pueden realizar, indicando en los
casos afirmativos las dimensiones de la matriz D.
A+D=C A-D=C' D.A=C D.A=C""
SOCIALES II. 2015 JUNIO EJERCICIO 1. OPCION B"
MATES_CCSS,2015,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opcion A,". 2 1 3 —
Sean las matrices A = y B=
3 — 1 4
a) Efectúe la operación A-B'
b) Determine la matriz X tal que A+2X =B
6
c) Halle la matriz Y tal que B-Y = [9J
SOCIALES II. 2015 RESERVA 1 EJERCICIO 1. OPCION A"
MATES_CCSS,2015,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opcion A,"1 —1 2
1 21
Sean las matrices A=| 0 1 — ,B=[1 2 (J ,C=(2 1) ,D=(l —1 2)
1 0 2
a) Estudie cuáles de los siguientes productos de matrices se pueden realizar, indicando las
dimensiones de la matriz resultante:
A-B' C'.D B'-D D-B'
b) Despeje la matriz Y en la ecuación Y - A '+2B=3C'-D, sin calcular sus elementos.
e) Calcule la matriz A-(B'-2D'.C)
SOCIALES II. 2015 RESERVA 2 EJERCICIO 1. OPCION A"
