subject,year,topic,exam,exercise,statement
MATES_CCSS,2005,2005,Reserva 1,Ejercicio 1 Opción A,"a) Resuelva el siguiente sistema y clasifíquelo atendiendo al número de soluciones:
xX+ y+Z=0
2x+3y-z=17
4x+5y+z=17
b) A la vista del resultado anterior, ¿podemos afirmar que hay una ecuación que es
combinación lineal de las otras dos?
SOCIALES II. 2005 RESERVA 1. EJERCICIO 1 OPCIÓN A"
MATES_CCSS,2005,2005,Reserva 2,Ejercicio 1 Opción B,"xX+y-Z=—2
Sea el sistema de ecuaciones: 2x —z= 0
—2y+7= 4
a) Resuélvalo y clasifíquelo en cuanto a sus soluciones.
b) ¿Tiene inversa la matriz de coeficientes del sistema? Justifíquelo.
c) Obtenga, si existe, una solución del sistema que verifique x =2y
SOCIALES II. 2005 RESERVA 2. EJERCICIO 1 OPCIÓN B"
MATES_CCSS,2006,2006,Reserva 2,Ejercicio 1 Opción A,"13 0)f(x
Resuelva y clasifique el sistema | 1 2 1|-|y
01 - La
SOCIALES II. 2006 RESERVA 2. EJERCICIO 1 OPCIÓN A"
MATES_CCSS,2006,2006,Reserva 4,Ejercicio 1 Opción A,"Plantee, sin resolver, el sistema de ecuaciones que permita encontrar la solución del siguiente
problema:
“En un examen de Matemáticas que constaba de tres problemas, un alumno obtuvo una
calificación total de 7.2. La puntuación del primer problema fue un 40 % más que la del
segundo, y la del tercero fue el doble de la suma de las puntuaciones del primero y el
segundo. ¿Cuál fue la puntuación de cada problema?”
SOCIALES II. 2006 RESERVA 4. EJERCICIO 1 OPCIÓN A"
MATES_CCSS,2006,2006,Septiembre,Ejercicio 1 Opción B,"El cajero de un banco sólo dispone de billetes de 10, 20 y 50 euros. Hemos sacado 290 euros del
banco y el cajero nos ha entregado exactamente $ billetes. El número de billetes de 10 euros es
el doble del de 20 euros.
Plantee y resuelva el sistema de ecuaciones lineales asociado a este problema para obtener el
número de billetes de cada tipo que nos ha entregado el cajero
SOCIALES II. 2006 SEPTIEMBRE. EJERCICIO 1 OPCIÓN B"
MATES_CCSS,2007,2007,Reserva 2,Ejercicio 1 Opción A,"xX+y=1+z
Resuelva y clasifique el sistema de ecuaciones: 2x +7=2+y
»= z
SOCIALES II. 2007. RESERVA 2. EJERCICIO 1. OPCIÓN A."
MATES_CCSS,2007,2007,Reserva 3,Ejercicio 1 Opción A,"Un taller de carpintería ha vendido 15 muebles, entre sillas, sillones y butacas, por un total de
1600 euros. Se sabe que cobra 50 euros por cada silla, 150 euros por cada sillón y 200 euros por
cada butaca, y que el número de butacas es la cuarta parte del número que suman los demás
muebles.
Plantee, sin resolver, el sistema de ecuaciones adecuado que permite calcular cuántos muebles
de cada clase ha vendido ese taller.
SOCIALES II. 2007. RESERVA 3. EJERCICIO 1. OPCIÓN A."
MATES_CCSS,2007,2007,Septiembre,Ejercicio 1 Opción B,"sistema formado por las tres ecuaciones siguientes:
Clasifique y resuelva el
Xx—3y+22=0 ; —2x+y—-2=0 ; x—-8y+52=0
SOCIALES II. 2007 SEPTIEMBRE. EJERCICIO 1 OPCIÓN B"
MATES_CCSS,2009,2009,Reserva 1,Ejercicio 1 Opción A,"a) En un comercio de bricolaje se venden listones de madera de tres longitudes: 0.90 m, 1.50 m
y 2.40 m, cuyos precios respectivos son 4 euros, 6 euros y 10 euros. Un cliente ha comprado 19
listones, con una longitud total de 30 m, que le han costado 126 euros en total.
Plantee, sin resolver, el sistema de ecuaciones necesario para determinar cuántos listones de
cada longitud ha comprado el cliente.
b) Clasifique el siguiente sistema de ecuaciones y resuélvalo, si es posible:
3x —-y-z=0
2x—-2y+z=18
x —37=0
SOCIALES II. 2009 RESERVA 1. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2009,2009,Reserva 2,Ejercicio 1 Opción A,"a) Plantee y resuelva el sistema de ecuaciones dado por
3 1-2x O!f(y
2 x+1 2|
0 1 zu
23
b) Dada la matriz A = [4 5], calcule la matriz M=4A"".A""
SOCIALES II. 2009 RESERVA 2. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2009,2009,Reserva 3,Ejercicio 1 Opción B,"Una tienda dispone de latas de conserva de tomate de tres fabricantes: A, B y C. El fabricante
A envasa el tomate en latas de 250 g, el fabricante B lo envasa en latas de 500 g y el fabricante
C en latas de 1 Kg. Esas latas de tomate se venden a 1, 1.8 y 3.3 euros, respectivamente.
Compramos en total 20 latas, que pesan un total de 10 Kg y nos cuestan 35.6 euros. Queremos
saber cuántas latas de cada fabricante hemos comprado.
a) Plantee el sistema de ecuaciones que resolvería el problema anterior.
b) Resuelva el problema.
SOCIALES II. 2009 RESERVA 3. EJERCICIO 1. OPCIÓN B"
